Site_Code,Site_Name,Site_Status,Country,CP2 Region,Area_ha,Longitude,Latitude,Established_Date,Agency,WDPA_Code,source_file,mpa_type,load_timestamp,Pre-Designation Code,Non-marine interest features,cSAC Established Date,SCI Confirmation Date,SAC Designation Date
UK9020288,Isles of Scilly ,SPA,England inshore,Western Channel and Celtic sea,13332.68,-6.347065,49.921558,2001-08-01 00:00:00,NE,555583012.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020221,Killough Bay,SPA,Northern Ireland inshore,Irish Sea,132.71,-5.6306,54.2558,2003-03-01 00:00:00,DAERA,555557046.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020042,Larne Lough,SPA,Northern Ireland inshore,Irish Sea,391.48,-5.7439,54.8064,1997-03-01 00:00:00,DAERA,166872.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9006011,Lindisfarne,SPA,England inshore,Northern North Sea,3671.03,-1.8381,55.6728,1992-03-01 00:00:00,NE,68247.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9020294,Liverpool Bay / Bae Lerpwl,SPA,England inshore & England offshore & Wales inshore,Irish Sea,252757.73,-3.422,53.61,2010-08-01 00:00:00,JNCC and NE and NRW,555557063.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9020031,Lough Foyle,SPA,Northern Ireland inshore,Minches and Western Scotland,2194.22,-7.0269,55.09,1999-01-01 00:00:00,DAERA,220065.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9002121,Marwick Head,SPA,Scotland inshore,Scottish Continental Shelf,475.54,-3.3575,59.10833333,1994-12-01 00:00:00,NatureScot,555557081.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9012031,Medway Estuary and Marshes,SPA,England inshore,Southern North Sea,4686.32,0.677222222,51.40055556,1993-12-01 00:00:00,NE,555557083.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9005131,Mersey Estuary,SPA,England inshore,Irish Sea,5023.35,-2.823611111,53.31416667,1995-12-01 00:00:00,NE,134954.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9020287,Mersey Narrows and North Wirral Foreshore,SPA,England inshore,Irish Sea,2078.36,-3.1816,53.4155,2013-07-01 00:00:00,NE,555583062.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9001121,Mingulay and Berneray,SPA,Scotland inshore,Minches and Western Scotland & Scottish Continental Shelf,7801.71,-7.638888889,56.80416667,1994-12-01 00:00:00,NatureScot,555557086.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9009101,Minsmere-Walberswick,SPA,England inshore,Southern North Sea,2019.11,1.633888889,52.31527778,1992-05-01 00:00:00,NE,555637381.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9004031,Montrose Basin,SPA,Scotland inshore,Northern North Sea,981.19,-2.502,56.711,1995-02-01 00:00:00,NatureScot,95296.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9001625,Moray and Nairn Coast,SPA,Scotland inshore,Northern North Sea,2325.67,-3.677,57.661,1997-02-01 00:00:00,NatureScot,166875.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020326,Morecambe Bay and Duddon Estuary,SPA,England inshore,Irish Sea,66899.0,-2.9475,54.1097,2017-02-01 00:00:00,NE,555624875.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9001181,North Caithness Cliffs,SPA,Scotland inshore,Northern North Sea & Scottish Continental Shelf,14628.79,-3.339,58.666,1996-08-01 00:00:00,NatureScot,555557104.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9003171,North Colonsay and Western Cliffs,SPA,Scotland inshore,Minches and Western Scotland,3297.3,-6.177777778,56.11222222,1997-03-01 00:00:00,NatureScot,555557105.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020314,North Orkney,SPA,Scotland inshore,Scottish Continental Shelf,21173.17,-2.938558,59.079512,2022-02-16 00:00:00,NatureScot,999900001.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9001011,North Rona and Sula Sgeir,SPA,Scotland inshore,Scottish Continental Shelf,6850.58,-5.971111111,59.11083333,2001-10-01 00:00:00,NatureScot,555557109.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9001051,North Uist Machair and Islands,SPA,Scotland inshore,Minches and Western Scotland & Scottish Continental Shelf,4873.53,-7.366,57.524,1999-03-01 00:00:00,NatureScot,220072.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9020327,Northern Cardigan Bay / Gogledd Bae Ceredigion,SPA,Wales inshore,Irish Sea,82312.9,-4.2481,52.6521,2017-01-01 00:00:00,NRW,555624863.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020325,Northumberland Marine,SPA,England inshore,Northern North Sea,88498.0,-1.5572,55.4961,2017-01-01 00:00:00,NE,555624873.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9006131,Northumbria Coast,SPA,England inshore,Northern North Sea,1097.45,-1.5883,55.4661,2000-02-01 00:00:00,NE,220073.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9002081,Noss,SPA,Scotland inshore,Northern North Sea,3338.38,-1.012222222,60.14166667,1996-08-01 00:00:00,NatureScot,555557113.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020271,Outer Ards,SPA,Northern Ireland inshore,Irish Sea,1394.8,-5.4839,54.5464,2002-12-01 00:00:00,DAERA,555557114.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9020316,Outer Firth of Forth and St Andrews Bay Complex,SPA,Scotland inshore & Scotland offshore,Northern North Sea,272068.09,-2.742096,56.136,2020-12-03 00:00:00,JNCC and NatureScot,555787496.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020309,Outer Thames Estuary,SPA,England inshore & England offshore,Southern North Sea,392451.66,1.545,51.916,2010-08-01 00:00:00,JNCC and NE,555557115.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9012041,Pagham Harbour,SPA,England inshore,Eastern Channel,629.01,-0.760555556,50.76333333,1988-03-01 00:00:00,NE,68277.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9010111,Poole Harbour,SPA,England inshore,Eastern Channel,4157.52,-2.004,50.699,1999-03-01 00:00:00,NE,220076.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9011051,Portsmouth Harbour,SPA,England inshore,Eastern Channel,1249.6,-1.125555556,50.82805556,1995-02-01 00:00:00,NE,95298.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9005103,Ribble and Alt Estuaries,SPA,England inshore,Irish Sea,12449.92,-2.987222222,53.70555556,1995-02-01 00:00:00,NE,555557138.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9002371,Rousay,SPA,Scotland inshore,Scottish Continental Shelf,5480.84,-3.0525,59.18722222,2000-02-01 00:00:00,NatureScot,555557143.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020321,Scapa Flow,SPA,Scotland inshore,Scottish Continental Shelf,31819.88,-3.134343,58.876969,2022-02-16 00:00:00,NatureScot,999900002.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020331,Seas off Foula,SPA,Scotland inshore & Scotland offshore,Scottish Continental Shelf,399469.0,-8.522351,58.095965,2020-12-03 00:00:00,JNCC and NatureScot,555787506.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020332,Seas off St Kilda,SPA,Scotland inshore & Scotland offshore,Scottish Continental Shelf,341215.0,-2.485031,60.142036,2020-12-03 00:00:00,JNCC and NatureScot,555786413.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9015022,Severn Estuary,SPA,England inshore & Wales inshore,Western Channel and Celtic Sea,24487.91,-3.049166667,51.22472222,1995-07-01 00:00:00,NE and NRW,95302.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9001041,Shiant Isles,SPA,Scotland inshore,Minches and Western Scotland,6935.65,-6.37,57.89361111,1992-08-01 00:00:00,NatureScot,555786442.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9014051,"Skomer, Skokholm and the Seas off Pembrokeshire / Sgomer, Sgogwm a Moroedd Penfro",SPA,Wales inshore & Wales offshore,Western Channel and Celtic Sea,166800.74,-5.6857,51.5483,1982-08-01 00:00:00,JNCC and NRW,555786251.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9003032,Sleibhtean agus Cladach Thiriodh (Tiree Wetlands and Coast),SPA,Scotland inshore,Minches and Western Scotland,1939.76,-6.844,56.51,2001-10-01 00:00:00,NatureScot,900711.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9020330,Solent and Dorset Coast,SPA,England inshore,Eastern Channel,88980.548015,-1.3893,50.704756,2020-01-16 00:00:00,NE,555787505.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9011061,Solent and Southampton Water,SPA,England inshore,Eastern Channel,5401.12,-1.525833333,50.74027778,1998-10-01 00:00:00,NE,220079.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020318,Sound of Gigha,SPA,Scotland inshore,Minches and Western Scotland,36326.83,-5.682772,55.786367,2020-12-03 00:00:00,NatureScot,555787497.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9001082,South Uist Machair and Lochs,SPA,Scotland inshore,Minches and Western Scotland & Scottish Continental Shelf,5027.31,-7.376,57.317,1982-08-01 00:00:00,NatureScot,555557170.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9004271,St Abb's Head to Fast Castle,SPA,Scotland inshore,Northern North Sea,1736.75,-2.185,55.92416667,1997-08-01 00:00:00,NatureScot,555786366.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9009121,Stour and Orwell Estuaries,SPA,England inshore,Southern North Sea,3667.37,1.160555556,51.95444444,1994-07-01 00:00:00,NE,555557180.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9002181,Sule Skerry and Sule Stack,SPA,Scotland inshore,Scottish Continental Shelf,3909.45,-4.452222222,59.05722222,1994-03-01 00:00:00,NatureScot,555557186.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9002511,Sumburgh Head,SPA,Scotland inshore,Northern North Sea & Scottish Continental Shelf,2478.91,-1.266388889,59.86,1996-03-01 00:00:00,NatureScot,555581025.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9010141,Tamar Estuaries Complex,SPA,England inshore,Western Channel and Celtic Sea,1944.85,-4.195,50.43722222,1997-06-01 00:00:00,NE,555557195.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9006061,Teesmouth and Cleveland Coast,SPA,England inshore,Northern North Sea,12210.6165,-1.150565,54.670023,1995-08-01 00:00:00,NE,555557197.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9012021,Thames Estuary and Marshes,SPA,England inshore,Southern North Sea,4802.47,0.596388889,51.48555556,2000-03-01 00:00:00,NE,220086.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9012071,Thanet Coast and Sandwich Bay,SPA,England inshore,Eastern Channel & Southern North Sea,1880.85,1.379722222,51.305,1994-07-01 00:00:00,NE,555557199.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9013011,The Dee Estuary,SPA,England inshore & Wales inshore,Irish Sea,14294.95,-3.215555556,53.30222222,1985-07-01 00:00:00,NE and NRW,68262.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9012011,The Swale,SPA,England inshore,Southern North Sea,6509.88,0.839166667,51.36083333,1982-08-01 00:00:00,NE,68263.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9008021,The Wash,SPA,England inshore,Southern North Sea,62044.14,0.286666667,52.93777778,1988-03-01 00:00:00,NE,68276.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,Yes,,,
UK9013031,"Traeth Lafan/ Lavan Sands, Conway Bay",SPA,Wales inshore,Irish Sea,2703.13,-4.041111111,53.73611111,1992-06-01 00:00:00,NRW,555786240.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9002471,"Troup, Pennan and Lion's Heads",SPA,Scotland inshore,Northern North Sea,3365.2,-2.269722222,57.69361111,1997-03-01 00:00:00,NatureScot,555786323.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9020319,West Coast of the Outer Hebrides,SPA,Scotland inshore,Scottish Continental Shelf,132170.04,-7.332725,57.064039,2020-12-03 00:00:00,NatureScot,555787498.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9002101,West Westray,SPA,Scotland inshore,Scottish Continental Shelf,3780.16,-3.051944444,59.30583333,1996-08-01 00:00:00,NatureScot,555557222.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK9002221,"Ythan Estuary, Sands of Forvie and Meikle Loch",SPA,Scotland inshore,Northern North Sea,1014.62,-1.947468,57.323957,1998-03-01 00:00:00,NatureScot,555786461.0,UKSPAswithMarineComponents-20220316-LIVE-WEB.xlsx,Special Protection Area,2025-08-05T13:26:43.338078,,No,,,
UK0012566,Kenfig/ Cynffig,SAC,Wales inshore,Western Channel and Celtic Sea,1189.14,-3.7447,51.5183,,NRW,555786992.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-06-1995,01-12-2004,01-12-2004
UK0012570    ,Braunton Burrows,SAC,England inshore,Western Channel and Celtic Sea,1346.64,-4.212222222,51.09111111,,NE,555786993.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-04-2005
UK0012594,Rum,SAC,Scotland inshore,Minches and Western Scotland,10839.74,-6.3333,57.0,,SNH,555557144.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-06-1995,01-12-2004,01-03-2005
UK0012682,Taynish and Knapdale Woods,SAC,Scotland inshore,Minches and Western Scotland,1017.96,-5.5569,56.0403,,SNH,555581116.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-06-1995,01-12-2004,01-03-2005
UK0012687,Yell Sound Coast,SAC,Scotland inshore,Northern North Sea & Scottish Continental Shelf,1544.44,-1.15,60.46111111,,SNH,555557226.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1998,01-12-2004,01-03-2005
UK0012694,Monach Islands,SAC,Scotland inshore,Scottish Continental Shelf,3646.56,-7.608333333,57.525,,SNH,555557088.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-03-2005
UK0012696,North Rona,SAC,Scotland inshore,Scottish Continental Shelf,628.53,-5.825,59.125,,SNH,555557110.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-03-2005
UK0012705,Sound of Barra,cSAC/SCI,Scotland inshore,Minches and Western Scotland & Scottish Continental Shelf,12507.39,-7.3517,57.0539,,SNH,555583065.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-08-2013,01-12-2014,
UK0012711,Mousa,SAC,Scotland inshore,Northern North Sea,529.74,-1.172222222,60.0,,SNH,555557095.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-03-2005
UK0012712,Cardigan Bay/ Bae Ceredigion,SAC,Wales inshore,Irish Sea,95857.06,-4.617222222,52.24638889,,NRW,555787028.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-12-2004
UK0012713,South Uist Machair,SAC,Scotland inshore,Minches and Western Scotland & Scottish Continental Shelf,3437.71,-7.333333333,57.31388889,,SNH,18973.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-03-2005
UK0012786,Durness,SAC,Scotland inshore,Scottish Continental Shelf,1213.8,-4.7683,58.5692,,SNH,135032.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-03-2005
UK0013025,Solway Firth,SAC,England inshore & Scotland inshore,Irish Sea,43676.16,-3.336666667,54.97083333,,NE and SNH,555557166.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-04-2005
UK0013027,Morecambe Bay,SAC,England inshore,Irish Sea,61538.23,-2.961666667,54.11916667,,NE,127895.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-04-2005
UK0013030,Severn Estuary/ Môr Hafren,SAC,England inshore & Wales inshore,Western Channel and Celtic Sea,73714.11,-2.978055556,51.46861111,,NE and NRW,555786279.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-08-2007,01-12-2008,01-12-2010
UK0013031,Drigg Coast,SAC,England inshore,Irish Sea,1396.0,-3.429722222,54.35055556,,NE,555556973.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-04-2005
UK0013036,Flamborough Head,SAC,England inshore,Northern North Sea & Southern North Sea,6403.01,-0.082,54.111,,NE,555556998.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-04-2005
UK0013039,Luce Bay and Sands,SAC,Scotland inshore,Irish Sea,48752.99,-4.75,54.75,,SNH,555557073.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-03-2005
UK0013107,Thanet Coast,SAC,England inshore,Southern North Sea,2815.95,1.375833333,51.39,,NE,555583021.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-04-2005
UK0013111,Plymouth Sound and Estuaries,SAC,England inshore,Western Channel and Celtic Sea,6386.95,-4.1475,50.335,,NE,555557126.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-04-2005
UK0013112,Fal and Helford,SAC,England inshore,Western Channel and Celtic Sea,6362.83,-5.150277778,50.09166667,,NE,555556988.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-04-2005
UK0013114,Lundy,SAC,England inshore,Western Channel and Celtic Sea,3070.95,-4.667777778,51.18694444,,NE,555583014.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-01-1996,01-12-2004,01-04-2005
UK0013116,Pembrokeshire Marine/ Sir Benfro Forol,SAC,Wales inshore,Irish Sea & Western Channel and Celtic Sea,138038.5,-5.615833333,51.72638889,,NRW,555786308.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1997,01-12-2004,01-12-2004
UK0013117,Pen Llyn a`r Sarnau/ Lleyn Peninsula and the Sarnau,SAC,Wales inshore,Irish Sea,146010.52,-4.366388889,52.69138889,,NRW,555535784.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-01-1996,01-12-2004,01-12-2004
UK0013690,Essex Estuaries,SAC,England inshore,Southern North Sea,46109.95,1.043611111,51.70166667,,NE,555556984.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-04-2005
UK0013694,Isles of Scilly Complex,SAC,England inshore,Western Channel and Celtic Sea,26848.62,-6.343055556,49.91833333,,NE,555557039.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-04-2005
UK0013695,St Kilda,SAC,Scotland inshore,Scottish Continental Shelf,25467.57,-8.583333333,57.81666667,,SNH,555557174.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-10-1996,01-12-2004,01-03-2005
UK0014749,Loch of Stenness,SAC,Scotland inshore,Scottish Continental Shelf,792.59,-3.25,58.99583333,,SNH,555535810.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-03-2005
UK0014780,Orfordness - Shingle Street,SAC,England inshore,Southern North Sea,888.0,1.561388889,52.08138889,,NE,555535816.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-04-2005
UK0014787,Limestone Coast of South West Wales/ Arfordir Calchfaen de Orllewin Cymru,SAC,Wales inshore,Western Channel and Celtic Sea,1583.86,-5.055833333,51.63055556,,NRW,555535820.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-06-1995,01-12-2004,01-12-2004
UK0016612,Murlough,SAC,Northern Ireland inshore,Irish Sea,11903.9,-5.7833,54.2111,,DAERA,555557098.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-05-2005
UK0016618,Strangford Lough,SAC,Northern Ireland inshore,Irish Sea,15391.77,-5.594444444,54.44444444,,DAERA,555581145.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,Yes,01-01-1996,01-12-2004,01-05-2005
UK0017068,The Vadills,SAC,Scotland inshore,Scottish Continental Shelf,62.42,-1.3875,60.28333333,,SNH,555583064.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-03-2005
UK0017069,Papa Stour,SAC,Scotland inshore,Scottish Continental Shelf,2072.9,-1.691666667,60.33333333,,SNH,555557119.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-03-2005
UK0017070,Loch nam Madadh,SAC,Scotland inshore,Minches and Western Scotland,2320.9,-7.155555556,57.62222222,,SNH,555557068.0,UKSACswithMarineComponents-20200527-LIVE-WEB.xlsx,Special Area of Conservation,2025-08-05T13:26:43.360476,,No,01-10-1996,01-12-2004,01-03-2005
